scenario,symbol,side,signalTime,entryTime,exitTime,entryPrice,exitPrice,entryFill,exitFill,shockReturn,shockZ,quoteVolumeMultiple,takerImbalance,directionalWick,grossPriceReturn,priceReturnAfterSlippage,fees,fundingReturn,netReturn
base,BNBUSDT,-1,1717550999999,1717551000000,1717554600000,712.99,698.29,712.918701,698.359829,0.02620361360177397,11.370204532422262,13.052695131743121,0.29745826582637047,0.2856461611826419,0.020617399963533956,0.020421503853915723,0.001,0,0.019421503853915723
base,ETHUSDT,1,1718072399999,1718072400000,1718076000000,3593.19,3606.47,3593.549319,3606.109353,-0.009624606744228147,-4.359760789220343,20.559089377477676,-0.27919797380512834,0.5966205284918208,0.0036958802623852094,0.0034951611582429987,0.001,0,0.0024951611582429986
base,ETHUSDT,1,1718079299999,1718079300000,1718082900000,3564.97,3560.32,3565.3264969999996,3559.963968,-0.008875021251418761,-4.016819033035947,11.176865867883242,-0.3453914069121311,0.6135718961378995,-0.001304358802458272,-0.0015040779587821573,0.001,0,-0.0025040779587821574
base,SOLUSDT,1,1718080499999,1718080500000,1718084100000,153.394,153.863,153.4093394,153.8476137,-0.015326342305476007,-4.549845683817954,10.688745244552779,-0.25600368550721764,0.4394841269841347,0.00305748595121047,0.0028568945131641765,0.001,0,0.0018568945131641765
base,BTCUSDT,1,1718381399999,1718381400000,1718385000000,65762.6,65302.2,65769.17626000001,65295.66978,-0.010264537691566477,-5.130670972968158,25.68207583699769,-0.34573637780937005,0.32630544024470065,-0.00700093974386673,-0.007199519697922541,0.001,0,-0.008199519697922542
base,DOGEUSDT,1,1718381399999,1718381400000,1718385000000,0.13452,0.13402,0.134533452,0.134006598,-0.034057661711271794,-7.917122149424468,78.59794640029433,-0.35871537684696164,0.4344059405940574,-0.0037169194171869924,-0.00391615610963425,0.001,0,-0.00491615610963425
base,ETHUSDT,1,1718381399999,1718381400000,1718385000000,3408.86,3396.06,3409.200886,3395.720394,-0.015979666716502288,-6.815738426080157,28.20081601679321,-0.27063883181899295,0.3256715989082033,-0.003754920999982425,-0.003954150092873143,0.001,0,-0.004954150092873143
base,SOLUSDT,1,1718381399999,1718381400000,1718385000000,140.986,141.115,141.0000986,141.10088850000002,-0.017413384069458106,-4.690283337923069,24.09055396154592,-0.2534786288035623,0.40052980132450283,0.000914984466542812,0.0007148214859475921,0.001,0,-0.0002851785140524079
base,XRPUSDT,1,1718641199999,1718641200000,1718644800000,0.4984,0.5111,0.49844984,0.51104889,-0.025162298300990475,-6.267814830979417,8.22218118267943,-0.28848959702260013,0.3310810810810826,0.025481540930979207,0.02527646513037296,0.001,0,0.02427646513037296
base,ETHUSDT,1,1718671799999,1718671800000,1718675400000,3458.29,3399.4,3458.635829,3399.0600600000002,-0.013136671308361306,-5.065040402372304,6.368889459978785,-0.36986688468923257,0.2894144144144202,-0.017028647105939654,-0.01722522171905705,0.001,0,-0.01822522171905705
